Loan_Id,Loan_Amount,Customer_Id,Interest_rate,Status
8427445,20113,63795295,4.88,Approved
8427446,22170,24302988,2.83,Rejected
8427447,5368,25275154,1.55,Approved
8427448,11406,81514881,5.15,Pending
8427449,27903,29424723,5.22,Pending
8427450,4536,38099828,7.06,Rejected
8427451,32500,56026444,2.98,Rejected
8427452,17321,89498424,6.71,Approved
8427453,5327,68557032,0.4,Rejected
8427454,21110,31681923,6,Rejected
8427455,44056,52474293,1.37,Approved
8427456,39233,55911426,0.97,Pending
8427457,42321,22209266,2.67,Rejected
8427458,44533,54068893,5.14,Approved
8427459,24602,85675493,5.01,Pending
8427460,9800,94790760,7.83,Rejected
8427461,19329,39727281,1.92,Rejected
8427462,13599,17577965,2.57,Approved
8427463,294,17719334,4.64,Rejected
8427464,46360,49458289,3.48,Pending
8427465,8496,93148404,4.6,Pending
8427466,9997,56796414,3.32,Pending
8427467,47538,58614405,3.38,Rejected
8427468,4484,85570155,1,Approved
8427469,22745,74877972,0.98,Rejected
8427470,28846,60135391,6.74,Approved
8427471,38354,83280230,3.22,Approved
8427472,2008,87905481,3.08,Rejected
8427473,5486,45596132,7.24,Pending
8427474,14262,70097659,5.59,Approved
8427475,12119,30418822,3.61,Rejected
8427476,37524,68126654,5.87,Rejected
8427477,45421,58889804,4.4,Pending
8427478,38289,31016864,4.35,Pending
8427479,36372,83022671,1.21,Rejected
8427480,16625,92807136,3.69,Pending
8427481,38527,39999654,0.44,Rejected
8427482,7325,12260876,1.69,Pending
8427483,26846,65334873,3.19,Approved
8427484,48175,63558133,3.63,Approved
8427485,18037,80661734,6.08,Rejected
8427486,44631,11338774,7.91,Rejected
8427487,26491,96617409,7.44,Rejected
8427488,39722,15168158,1.01,Pending
8427489,17814,92787525,1.37,Rejected
8427490,10179,20748404,1.42,Approved
8427491,49853,11653900,0.52,Rejected
8427492,35576,90812155,4.41,Rejected
8427493,18657,29284479,3.6,Approved
8427494,12975,30067677,4.42,Pending
8427495,46878,87144299,0.17,Rejected
8427496,41034,94449699,4.61,Pending
8427497,45958,90026428,2.98,Rejected
8427498,8952,91126830,6.2,Rejected
8427499,33540,80772643,5.4,Rejected
8427500,5195,44453600,5.18,Approved
8427501,31817,30418822,3.62,Rejected
8427502,23056,41002326,7.58,Rejected
8427503,4384,45132931,7.63,Rejected
8427504,23578,10513537,2.93,Rejected
8427505,48407,53006662,4.48,Pending
8427506,36768,23944127,3.64,Pending
8427507,2840,81942276,0.61,Rejected
8427508,3088,55849706,3.82,Rejected
8427509,49208,88550284,2.05,Pending
8427510,46278,79114433,1.81,Rejected
8427511,24869,61656336,0.09,Approved
8427512,41439,68991140,0.9,Rejected
8427513,3250,70471450,5.98,Rejected
8427514,22882,17551746,6.32,Rejected
8427515,9087,68425353,3.19,Rejected
8427516,31291,22195139,3.92,Approved
8427517,40378,90884448,6.72,Pending
8427518,36760,62907998,3.11,Pending
8427519,40683,74554958,3.38,Approved
8427520,7362,20024462,2.36,Pending
8427521,22546,97220293,3.64,Approved
8427522,29919,30500840,1.41,Approved
8427523,10171,47563750,0.1,Approved
8427524,5392,17340201,6.49,Pending
8427525,8439,10641112,1.47,Approved
8427526,22247,97461960,5.37,Pending
8427527,47035,14826257,3.96,Pending
8427528,41051,89149805,1.65,Pending
8427529,26228,44930315,6.75,Approved
8427530,906,98062406,1.03,Pending
8427531,10163,61100281,3.95,Pending
8427532,3159,50844244,7.26,Approved
8427533,30506,44905137,1.07,Pending
8427534,41239,84180084,2.09,Rejected
8427535,35538,78714139,2.98,Rejected
8427536,7583,85367231,6.85,Rejected
8427537,38898,73795745,0.19,Approved
8427538,15899,41977309,4.9,Rejected
8427539,23720,92996282,0.87,Approved
8427540,11077,55257406,2.39,Rejected
8427541,30383,12661969,0.09,Rejected
8427542,46182,29301488,0.13,Rejected
8427543,33270,35525482,2.16,Approved
8427544,9159,87584452,1.22,Rejected
8427545,27988,56061132,6.1,Approved
8427546,6071,86414986,1.9,Rejected
8427547,33460,43195530,1.33,Approved
8427548,17453,27992175,2.76,Rejected
8427549,1386,29257367,3.87,Approved
8427550,12788,22809465,6.1,Approved
8427551,12547,18404082,3.82,Pending
8427552,44821,66131477,5.18,Approved
8427553,27052,90016605,6.83,Pending
8427554,29007,62705605,5.3,Approved
8427555,25017,75806364,1.86,Approved
8427556,49533,89874265,3.23,Approved
8427557,821,69173916,2.64,Pending
8427558,39551,92176292,2.11,Rejected
8427559,6127,39869766,2.4,Rejected
8427560,44544,82765471,5.66,Rejected
8427561,40889,27234111,7.41,Rejected
8427562,18351,84456362,3.8,Pending
8427563,17595,89997213,7.79,Pending
8427564,18791,26451439,7.14,Pending
8427565,43528,10874446,2.89,Approved
8427566,44497,35420492,0.69,Pending
8427567,40187,29880196,5.01,Rejected
8427568,10757,29105788,4.27,Rejected
8427569,30501,86025035,2.42,Rejected
8427570,3457,39231745,6.88,Rejected
8427571,14938,51664471,6,Approved
8427572,48967,75524412,2.25,Pending
8427573,5792,71713769,5.71,Approved
8427574,1176,32318201,2.62,Approved
8427575,35049,14287133,0.48,Approved
8427576,19231,24982041,5.17,Pending
8427577,40968,26992217,1.79,Approved
8427578,35286,17352774,4.95,Approved
8427579,39373,63614833,5.04,Rejected
8427580,7199,45754727,1.28,Pending
8427581,29718,57571631,2.85,Approved
8427582,27517,59139381,6.6,Rejected
8427583,35094,90413295,7.08,Rejected
8427584,8831,96404843,2.59,Pending
8427585,25870,55466167,3.41,Pending
8427586,4273,75891540,6.3,Rejected
8427587,13894,83208740,3.06,Pending
8427588,38718,17173137,0.16,Approved
8427589,21705,46216393,1.32,Rejected
8427590,22492,17056837,3.07,Approved
8427591,35007,32389582,6.17,Pending
8427592,12903,75806364,2.85,Pending
8427593,48966,39165202,3.97,Rejected
8427594,5534,50119350,6.66,Rejected
8427595,42382,78369207,2.07,Approved
8427596,9159,87128029,0.89,Pending
8427597,41804,87491273,0.78,Pending
8427598,29041,15585780,5.44,Rejected
8427599,31222,59461908,0.75,Pending
8427600,32466,17615833,4.8,Pending
8427601,13710,10934756,2.09,Rejected
8427602,3697,47394143,1.13,Rejected
8427603,10452,30563273,4.27,Approved
8427604,23539,54581034,5.19,Rejected
8427605,32355,11716899,1.84,Pending
8427606,47890,64137199,4.49,Approved
8427607,29101,84132160,1.78,Pending
8427608,11777,91424861,6.67,Pending
8427609,22723,37879637,5.34,Pending
8427610,40532,62956212,3.85,Approved
8427611,46233,11556648,1.38,Approved
8427612,28821,69509523,5.67,Pending
8427613,27372,47333979,7.88,Rejected
8427614,3665,83022671,4.41,Approved
8427615,41141,71884912,0.24,Pending
8427616,11495,62673293,2.86,Approved
8427617,1533,14767551,1.05,Pending
8427618,42138,58389395,7.19,Rejected
8427619,28594,62641249,5,Rejected
8427620,43965,71268850,3.76,Rejected
8427621,23236,81543925,4.04,Pending
8427622,43718,72056929,4.29,Rejected
8427623,23512,17866872,5.93,Rejected
8427624,46642,24058448,6.32,Pending
8427625,3682,23773152,0.35,Pending
8427626,32919,15954296,1.62,Rejected
8427627,24543,98183051,5.13,Rejected
8427628,13406,70597051,1.49,Approved
8427629,6947,41007524,7.35,Pending
8427630,20681,88378488,4.09,Rejected
8427631,14102,86572254,2.9,Rejected
8427632,14800,98261640,4.32,Rejected
8427633,14644,27727739,3.95,Approved
8427634,7726,89907975,4.18,Pending
8427635,6518,25734246,3.83,Pending
8427636,23642,16088821,4.19,Approved
8427637,49994,40893333,2.77,Rejected
8427638,15667,84104184,4.35,Rejected
8427639,35776,10911839,7.14,Rejected
8427640,37589,69660246,7.89,Pending
8427641,27339,84997418,4.39,Rejected
8427642,41784,53063789,5.15,Pending
8427643,19376,43043277,5.71,Rejected
8427644,7603,85231407,2.15,Approved
8427645,12138,89205104,7.75,Pending
8427646,15158,13432451,2.93,Rejected
8427647,32186,22384805,0.51,Pending
8427648,2526,88943128,3.57,Rejected
8427649,31243,91807829,3.39,Rejected
8427650,6853,77082759,4.03,Approved
8427651,40752,25668900,6.09,Approved
8427652,38337,55239853,0.97,Pending
8427653,1336,63632633,6.38,Pending
8427654,939,51608719,5.22,Pending
8427655,46211,43930634,3.63,Pending
8427656,33384,44649172,7.65,Pending
8427657,13737,66498436,1.61,Pending
8427658,27644,62773801,5.27,Pending
8427659,20376,37766125,4.82,Rejected
8427660,36362,51760675,4.8,Rejected
8427661,40937,55288824,6.69,Rejected
8427662,24136,49054308,5.06,Approved
8427663,48111,82533527,2.15,Pending
8427664,36180,29000459,0.02,Rejected
8427665,26670,14489877,4.17,Pending
8427666,27973,62829614,0.06,Pending
8427667,48011,15540802,5.23,Rejected
8427668,20920,57787435,1.06,Rejected
8427669,12214,43778016,6.83,Pending
8427670,7877,11251302,7.39,Rejected
8427671,22379,55041848,4.45,Pending
8427672,39886,11911385,5.27,Pending
8427673,22591,16315073,6.45,Pending
8427674,15542,14679242,2.87,Approved
8427675,49000,14674546,2.03,Approved
8427676,1493,22946709,0.96,Approved
8427677,22380,27801811,8,Rejected
8427678,36616,88578163,2.6,Pending
8427679,13986,75986280,0.51,Rejected
8427680,38152,18527433,0.62,Approved
8427681,42463,72153955,7.05,Pending
8427682,29159,60992133,3.18,Pending
8427683,5495,74629648,5.88,Pending
8427684,27490,74465752,7.61,Pending
8427685,17810,61727851,6.41,Approved
8427686,30504,30482099,3.19,Rejected
8427687,28341,31173822,0.8,Pending
8427688,49611,40334468,6.76,Rejected
8427689,28043,24951636,3.66,Approved
8427690,19985,13645412,6.58,Rejected
8427691,9957,45330280,0.95,Pending
8427692,27181,98530889,0.98,Approved
8427693,22097,18278802,4.27,Pending
8427694,6296,62729149,0.64,Pending
8427695,4144,34537403,4.31,Rejected
8427696,34726,39513703,0.82,Approved
8427697,22718,44799299,6.36,Approved
8427698,33489,47048306,6.42,Pending
8427699,36943,42270968,0.28,Rejected
8427700,36894,24381127,4.32,Approved
8427701,7437,88625145,6.62,Pending
8427702,31299,54655045,6.49,Pending
8427703,26830,57214940,7.67,Approved
8427704,27920,42193003,1.74,Approved
8427705,49491,21488052,3.18,Rejected
8427706,27861,19362559,3.27,Rejected
8427707,33936,24698820,6,Rejected
8427708,31308,78888383,0.8,Rejected
8427709,8474,93048820,1.25,Rejected
8427710,43995,94706305,2.64,Rejected
8427711,42156,16360707,7.45,Rejected
8427712,9727,13189076,3.09,Rejected
8427713,10734,44483912,7.4,Rejected
8427714,5754,45825214,2.94,Rejected
8427715,4316,75659105,6.88,Approved
8427716,1260,94838427,2.85,Rejected
8427717,31606,46565867,4.63,Pending
8427718,27608,15380441,5.21,Rejected
8427719,40870,41108122,1.1,Pending
8427720,46992,58414788,7.07,Pending
8427721,37128,65884675,6.75,Pending
8427722,24805,15739404,4.23,Pending
8427723,42716,86964918,7.97,Approved
8427724,22836,88718821,4.45,Pending
8427725,32874,14945319,1.46,Approved
8427726,14752,12510307,7.87,Approved
8427727,13644,88769595,3.13,Rejected
8427728,22080,73169406,6.44,Approved
8427729,7285,78154857,7.32,Pending
8427730,2719,87424906,3.17,Pending
8427731,25177,10277979,3.14,Approved
8427732,5119,45462260,4.39,Approved
8427733,14895,21585030,6.87,Approved
8427734,785,49227330,2.01,Rejected
8427735,562,11672754,2.42,Approved
8427736,47523,88489517,1.78,Rejected
8427737,27566,91895707,2.84,Pending
8427738,34207,77885586,4.66,Pending
8427739,23525,61906627,6.83,Rejected
8427740,24905,80311198,2.5,Pending
8427741,14665,53852039,0.98,Rejected
8427742,39704,27234111,1.11,Approved
8427743,47345,68874684,1.49,Pending
8427744,22569,59333304,2.96,Approved
8427745,19605,74578519,2.17,Approved
8427746,4042,99821834,1.86,Pending
8427747,7509,23609003,0.05,Pending
8427748,11102,99086846,2.57,Rejected
8427749,6498,28081284,0.22,Rejected
8427750,19617,33776919,2.34,Approved
8427751,43004,29344281,4.78,Approved
8427752,15275,89131181,3.93,Approved
8427753,19957,28370723,4.1,Rejected
8427754,19490,39951944,2.72,Pending
8427755,4837,72576515,7.89,Pending
8427756,28423,36201546,6.4,Rejected
8427757,24727,49595880,3.3,Pending
8427758,1224,42990215,5.96,Pending
8427759,13190,21668079,7.44,Approved
8427760,20786,53991787,4.37,Approved
8427761,33482,44996172,3.88,Pending
8427762,18718,70702230,6.86,Pending
8427763,16427,38681662,5.9,Approved
8427764,48592,97395324,7.63,Approved
8427765,35501,51664471,1.42,Pending
8427766,14053,90841412,5.16,Pending
8427767,46250,96989159,1.15,Rejected
8427768,30527,26984256,6.39,Rejected
8427769,29417,65753080,6.87,Rejected
8427770,28296,56908889,2.42,Pending
8427771,33819,98665727,7.94,Approved
8427772,42623,34634674,5.41,Rejected
8427773,43297,53883301,0.21,Rejected
8427774,42312,27984423,0.3,Rejected
8427775,21913,72153955,1.24,Rejected
8427776,162,67054411,2.43,Approved
8427777,44475,89421135,2.29,Rejected
8427778,40817,87905481,7.28,Approved
8427779,23445,22022098,4.01,Rejected
8427780,30612,38931347,6.9,Approved
8427781,11851,76635328,3.96,Approved
8427782,20059,91191090,2.24,Approved
8427783,42595,83554165,6.45,Approved
8427784,36461,32210260,7.18,Rejected
8427785,12668,47667468,2.42,Approved
8427786,31086,50118487,4.44,Pending
8427787,12890,91228241,0.5,Rejected
8427788,32222,29334587,6.39,Approved
8427789,5434,11128419,1.3,Pending
8427790,22963,19390183,2.58,Approved
8427791,31436,86374169,1.7,Rejected
8427792,17456,60580930,1,Rejected
8427793,45875,18565453,4.06,Rejected
8427794,49835,78361072,0.8,Rejected
8427795,48478,93743649,1.72,Rejected
8427796,31168,50547327,2.77,Pending
8427797,19730,27675897,0.17,Pending
8427798,36484,12623940,4.38,Rejected
8427799,48353,25668900,6.97,Approved
8427800,9276,45012478,5.87,Rejected
8427801,4460,98515176,3.08,Pending
8427802,23220,13397620,0.34,Rejected
8427803,16113,16110202,5.55,Rejected
8427804,26099,14674546,3.1,Rejected
8427805,38734,29485194,6.02,Pending
8427806,32994,33654712,7.92,Approved
8427807,41907,74101451,7.75,Rejected
8427808,29104,17497237,0.19,Approved
8427809,26978,36109589,4.13,Rejected
8427810,25801,97405162,5,Rejected
8427811,41559,85709102,7,Pending
8427812,5170,71476175,4.22,Approved
8427813,30202,40315250,3.71,Rejected
8427814,707,68603050,1.44,Rejected
8427815,42629,80647198,0.35,Pending
8427816,37452,97999180,2.21,Approved
8427817,40159,58760757,2.89,Pending
8427818,7475,17490164,5.65,Rejected
8427819,46226,80617678,4.33,Pending
8427820,34942,55164309,1.39,Approved
8427821,21887,38564129,0.82,Pending
8427822,17281,62971234,2.59,Rejected
8427823,8573,84798426,3.14,Rejected
8427824,4534,26961205,7.12,Approved
8427825,6758,40635012,4.12,Rejected
8427826,33814,22257524,4.4,Rejected
8427827,34555,72279467,7.29,Rejected
8427828,13366,31450840,2.88,Approved
8427829,1298,59611359,5.65,Rejected
8427830,7394,57509133,3.24,Pending
8427831,49094,27788868,2.64,Rejected
8427832,18233,26010695,4.65,Rejected
8427833,24380,16098141,3.3,Approved
8427834,6866,91693921,4.9,Approved
8427835,31485,72792270,5.74,Rejected
8427836,39647,26405600,4.27,Pending
8427837,4404,86231123,7.34,Pending
8427838,15085,18239263,7.93,Pending
8427839,36429,51962486,2.91,Approved
8427840,48001,96956974,5.15,Rejected
8427841,37391,94190943,0.46,Rejected
8427842,35581,75754725,3.04,Rejected
8427843,14123,68598112,7.13,Rejected
8427844,37910,75891540,7.33,Rejected
8427845,14991,31198081,3.97,Approved
8427846,21213,13291984,7.7,Rejected
8427847,29709,62641249,5.32,Pending
8427848,12893,33411090,1.66,Rejected
8427849,19807,74347582,2.54,Rejected
8427850,6006,95727742,5.95,Rejected
8427851,49466,16538454,0.69,Approved
8427852,8823,81663185,5.15,Pending
8427853,39260,84923291,2.45,Pending
8427854,23040,83481528,1.11,Approved
8427855,30201,62133355,3.15,Approved
8427856,25682,58248407,7.82,Rejected
8427857,10455,18858205,5.92,Rejected
8427858,5363,74888588,1.84,Pending
8427859,24274,42487366,6.28,Approved
8427860,21604,84604496,7.86,Rejected
8427861,28821,88466627,7.1,Rejected
8427862,23777,90424049,2.6,Approved
8427863,23877,75282261,2.54,Approved
8427864,3672,29570028,0.19,Pending
8427865,27014,58760757,0.97,Approved
8427866,26812,83464327,5.7,Approved
8427867,29712,53147871,7.95,Pending
8427868,6501,39119309,2.33,Rejected
8427869,39887,32093178,1.77,Rejected
8427870,27128,94150235,7.83,Approved
8427871,41625,32025795,6.67,Pending
8427872,32680,40143621,2.92,Rejected
8427873,33120,34280199,7.16,Rejected
8427874,14143,85958870,7.15,Rejected
8427875,47105,31272877,6.36,Rejected
8427876,9290,37194679,6.73,Pending
8427877,6517,34374169,1.99,Rejected
8427878,22797,51384526,3.09,Approved
8427879,21317,27944774,1.83,Rejected
8427880,37115,99998025,5.52,Pending
8427881,8693,43675672,6.24,Rejected
8427882,8636,33703671,7.8,Approved
8427883,16181,44412778,5.67,Rejected
8427884,30121,13496164,6.26,Approved
8427885,24028,71346982,0.34,Rejected
8427886,31154,79778439,7.1,Pending
8427887,38169,48803841,5.94,Rejected
8427888,42981,92681273,5.64,Approved
8427889,38241,25779546,6.99,Rejected
8427890,5392,97333911,4.04,Approved
8427891,11995,21911194,2.13,Approved
8427892,38910,10394182,6.15,Pending
8427893,17298,32378664,0.82,Approved
8427894,5280,26376230,1.23,Rejected
8427895,18244,26251210,2.54,Pending
8427896,4589,51487628,4.3,Pending
8427897,46684,28935865,6.31,Approved
8427898,33323,69990866,3.31,Approved
8427899,10680,32314953,0.35,Approved
8427900,26063,40434378,0.68,Approved
8427901,31886,25758908,4.91,Approved
8427902,24811,22228430,6.64,Rejected
8427903,38039,70172495,7.6,Approved
8427904,34289,22949043,1,Approved
8427905,5545,77059468,4.76,Approved
8427906,2851,62994583,4.76,Rejected
8427907,1144,87570004,2.22,Pending
8427908,4519,99048077,1.6,Rejected
8427909,45036,91203961,4.67,Rejected
8427910,32222,73505082,1.67,Rejected
8427911,35453,79010825,4.05,Pending
8427912,41118,48331528,0.26,Approved
8427913,30076,16060925,1.94,Approved
8427914,32196,64773582,3.07,Rejected
8427915,33963,41782086,0.64,Rejected
8427916,40265,47501429,6.87,Rejected
8427917,2063,93146407,1.85,Pending
8427918,22663,53051923,4.9,Approved
8427919,43464,36717992,2.29,Rejected
8427920,24082,90960720,7.27,Rejected
8427921,14633,12245481,1.73,Approved
8427922,5004,87254644,2.52,Approved
8427923,45095,34113500,1.96,Approved
8427924,17534,44893044,1.73,Approved
8427925,33664,19927422,2.95,Rejected
8427926,6165,44670348,7.76,Approved
8427927,22565,28170030,3.31,Approved
8427928,8981,21585030,2.11,Pending
8427929,22853,21843014,7.28,Rejected
8427930,47946,34635202,7.05,Approved
8427931,22538,69829934,6.63,Approved
8427932,44601,80288745,7.61,Approved
8427933,6967,89149805,0.68,Pending
8427934,32257,91626606,0.11,Rejected
8427935,44545,85699999,6.54,Approved
8427936,38551,37934199,3.85,Rejected
8427937,48519,82913729,4.44,Approved
8427938,32782,12684398,2.85,Rejected
8427939,44434,58489798,6.15,Approved
8427940,38967,43327287,5.52,Pending
8427941,17566,82949135,0.65,Pending
8427942,47443,30560259,4.54,Rejected
8427943,577,23928071,7.21,Pending
8427944,44553,32939814,0.49,Pending
8427945,11883,83939495,1.38,Rejected
8427946,24002,28422218,2.63,Pending
8427947,49632,74206872,0.72,Pending
8427948,18065,53634709,4.51,Approved
8427949,23621,59111245,1.78,Approved
8427950,14049,81087528,5.85,Rejected
8427951,3414,66278277,3.88,Rejected
8427952,43026,22871723,4.17,Approved
8427953,961,58166373,3.78,Approved
8427954,34693,72932970,2.92,Pending
8427955,10275,44541926,1.45,Approved
8427956,41476,70290598,2.71,Pending
8427957,14191,61746051,1.3,Approved
8427958,27818,80655549,0.58,Pending
8427959,24799,13165434,3.47,Rejected
8427960,20451,83449313,1.62,Approved
8427961,3329,53498076,0.26,Pending
8427962,16290,55003473,4.68,Rejected
8427963,36118,55448732,6.13,Rejected
8427964,23167,88928711,0.56,Rejected
8427965,30967,51907768,0.24,Pending
8427966,33343,54911407,3.48,Rejected
8427967,45113,43380437,5.34,Pending
8427968,7906,12285130,3.8,Rejected
8427969,16103,84696506,2.01,Pending
8427970,42437,18082390,4.93,Pending
8427971,1148,24853650,5.79,Rejected
8427972,31121,15624868,7.64,Approved
8427973,42830,54883436,7.09,Approved
8427974,34981,23376342,5.02,Rejected
8427975,26426,50970269,2.12,Rejected
8427976,17375,37046114,7.33,Rejected
8427977,21339,58172944,0.11,Pending
8427978,20109,46863958,4.1,Approved
8427979,2014,60626518,3.04,Approved
8427980,34634,51578999,3.66,Pending
8427981,5251,42589208,3.52,Pending
8427982,25957,90370287,3.65,Approved
8427983,39181,32288628,3.67,Pending
8427984,31915,51664471,2.6,Pending
8427985,28598,20694318,3.56,Rejected
8427986,39678,52438724,2.63,Pending
8427987,41034,92541585,5.99,Rejected
8427988,48667,15101507,3.06,Rejected
8427989,38717,40474685,7.44,Rejected
8427990,29314,75839182,3.53,Pending
8427991,19402,68909559,7.42,Pending
8427992,20532,92236007,7.13,Pending
8427993,11470,75157401,3.08,Pending
8427994,41817,71734274,1.97,Rejected
8427995,23434,14867860,2.86,Pending
8427996,3132,72153955,4.07,Rejected
8427997,30370,48276282,7.8,Pending
8427998,30912,77222975,7.46,Pending
8427999,32863,68234136,0.07,Approved
8428000,47894,23110019,1.64,Pending
8428001,445,17798051,7.35,Rejected
8428002,36119,62641249,2.76,Rejected
8428003,28869,91623604,3.5,Pending
8428004,9438,75007669,5.4,Rejected
8428005,41578,13570868,2.59,Rejected
8428006,46171,48729885,2.89,Pending
8428007,19067,85975305,5.67,Pending
8428008,36256,73854384,6.8,Pending
8428009,42183,37519030,4.15,Approved
8428010,38017,23329385,2.74,Pending
8428011,36199,44410539,7.37,Pending
8428012,21581,70943440,4.87,Rejected
8428013,33660,96722305,5.32,Pending
8428014,32739,14634931,1.08,Rejected
8428015,27664,57311798,7.63,Rejected
8428016,19289,47794927,1.54,Rejected
8428017,15047,98284625,0.56,Pending
8428018,35706,74681952,4.66,Pending
8428019,43155,78222575,6.95,Rejected
8428020,19730,75072629,2.41,Rejected
8428021,21535,66493912,6.71,Approved
8428022,36604,25638243,7.25,Approved
8428023,48049,42731253,7.29,Pending
8428024,19770,69130666,0.8,Approved
8428025,25912,81024145,2.59,Approved
8428026,36978,36211848,1.84,Approved
8428027,40411,50925706,1.56,Pending
8428028,7087,46380656,5.18,Approved
8428029,47392,11228502,2.31,Rejected
8428030,6621,31232769,4.91,Pending
8428031,1130,19354803,1.21,Approved
8428032,26669,29659360,2.16,Rejected
8428033,34837,76975497,3.53,Pending
8428034,26319,17975297,3.27,Pending
8428035,7338,80264010,2.69,Approved
8428036,5100,74507006,6.15,Rejected
8428037,12416,40951811,6.52,Rejected
8428038,298,88983152,4.8,Approved
8428039,10574,48469971,4.43,Pending
8428040,34386,41177867,5.92,Rejected
8428041,29554,24287178,3.87,Rejected
8428042,1780,76076549,0.48,Rejected
8428043,44316,50993274,7.08,Rejected
8428044,31043,50591097,4.51,Rejected
8428045,17422,30665950,4.14,Rejected
8428046,23929,40444976,1.63,Approved
8428047,34250,79842039,7.96,Approved
8428048,25197,92230945,7.51,Pending
8428049,9980,55239853,2.72,Approved
8428050,47048,21713832,5.97,Pending
8428051,40667,21806930,5.68,Rejected
8428052,36043,62504962,2.83,Pending
8428053,9116,27654005,1.18,Pending
8428054,12583,71856417,3.8,Rejected
8428055,9573,50251055,6.5,Approved
8428056,6279,98001854,5.11,Rejected
8428057,40521,86223288,5.65,Pending
8428058,15935,47625324,1.44,Rejected
8428059,25240,24456537,7.54,Rejected
8428060,35082,24095197,3.77,Pending
8428061,7192,50896435,1.53,Pending
8428062,42723,18818555,4.49,Approved
8428063,15476,95689178,4.06,Pending
8428064,46088,90686431,4.05,Approved
8428065,20204,84045466,4.38,Approved
8428066,22563,75780573,6.66,Pending
8428067,31918,70802664,2.72,Rejected
8428068,15491,86516500,4.55,Approved
8428069,45973,74587845,3.64,Approved
8428070,37050,53461301,0.92,Rejected
8428071,43379,92062233,6.16,Pending
8428072,35214,31389213,7.05,Pending
8428073,19718,29610543,0.88,Approved
8428074,37424,44489597,2.33,Pending
8428075,39040,73169406,0.73,Rejected
8428076,33166,51886091,3.76,Approved
8428077,8241,10934756,0.54,Approved
8428078,33566,49852276,6.15,Rejected
8428079,25469,71818559,5.56,Rejected
8428080,11112,17866872,5.31,Approved
8428081,45350,17029300,2.96,Pending
8428082,42311,26179004,6.71,Rejected
8428083,33989,73467072,4.74,Rejected
8428084,29693,53234129,7.87,Approved
8428085,35538,48286217,7.34,Rejected
8428086,37328,49302393,1.18,Rejected
8428087,25326,57119276,3.84,Approved
8428088,45928,65753080,5.08,Rejected
8428089,28268,70856251,3.4,Rejected
8428090,31361,10602925,4.39,Pending
8428091,44234,25867279,4.74,Approved
8428092,20085,67728547,5.31,Rejected
8428093,39306,18565453,2.18,Pending
8428094,20093,82765471,0.11,Rejected
8428095,6723,80219106,1.49,Rejected
8428096,18430,67179200,4.86,Rejected
8428097,33025,92672971,5.91,Pending
8428098,38740,62178016,6.75,Approved
8428099,45116,45881800,5.61,Rejected
8428100,38180,99308633,0.45,Pending
8428101,22135,67430897,3.25,Pending
8428102,27688,65347008,5.97,Approved
8428103,1988,16600340,1.99,Approved
8428104,48024,57888845,3.92,Pending
8428105,45938,97433686,1.66,Pending
8428106,13125,41220971,2.9,Rejected
8428107,22826,89852365,4.05,Rejected
8428108,18103,85960356,7.92,Approved
8428109,45285,97348561,2.06,Rejected
8428110,39004,18915993,2.09,Pending
8428111,13413,74890082,2.06,Rejected
8428112,14400,29006105,6.51,Rejected
8428113,15527,71367625,3.45,Pending
8428114,2128,78426050,7.31,Approved
8428115,46496,41481525,2.24,Pending
8428116,47770,87778444,3.77,Pending
8428117,13681,55789486,7.3,Pending
8428118,5153,95615735,5.65,Pending
8428119,14099,88344070,2.26,Rejected
8428120,697,53654055,7.94,Pending
8428121,32461,79569936,6.94,Approved
8428122,23709,76921245,2.92,Rejected
8428123,29231,24975531,2.08,Pending
8428124,35932,96991870,6.07,Rejected
8428125,46311,54324113,7.61,Approved
8428126,1026,51588007,4.97,Pending
8428127,37774,10613172,0.07,Approved
8428128,18746,55370348,0.52,Rejected
8428129,28485,82346093,1.44,Approved
8428130,34145,55116012,1.95,Rejected
8428131,7634,30787429,0.46,Approved
8428132,648,74751764,6.33,Pending
8428133,40866,29193823,0.6,Pending
8428134,12784,28216517,0.37,Approved
8428135,42376,68627350,1.3,Pending
8428136,2977,43823857,0.58,Pending
8428137,38632,60135391,1.52,Rejected
8428138,41075,91826284,0.16,Approved
8428139,7864,76351481,1.42,Pending
8428140,7566,39332556,4.52,Rejected
8428141,11972,96526610,5.23,Rejected
8428142,18292,70291252,1.25,Pending
8428143,19367,50193702,5.44,Approved
8428144,32433,29322875,0.27,Approved
8428145,38587,96078882,5.45,Rejected
8428146,39353,31272877,5.62,Pending
8428147,49530,45571701,5.73,Pending
8428148,37303,62661779,5.99,Pending
8428149,20091,11972441,7.65,Pending
8428150,11086,11824331,3.82,Rejected
8428151,45242,43277628,3.18,Rejected
8428152,47486,65919171,6.73,Rejected
8428153,8336,12409051,0.48,Approved
8428154,48418,35290364,6.24,Rejected
8428155,24627,67785679,3.24,Rejected
8428156,10855,51455783,3.53,Approved
8428157,42893,44857881,7.32,Rejected
8428158,35947,24247353,5.81,Pending
8428159,16932,62274657,1.05,Approved
8428160,20489,95990073,4.44,Pending
8428161,34653,75157401,1.41,Approved
8428162,47703,67644442,4.09,Pending
8428163,3299,66759721,5.19,Rejected
8428164,7057,99762183,0.79,Approved
8428165,31617,83762114,6.7,Approved
8428166,39534,93870705,5.08,Approved
